NRDB编号,循环,卡包,序号,英文名称,名称,文本,风味文字,阵营,派系,类型,子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
34022,解放,自动机倡议,22,AirbladeX (JSRF Ed.),天空之刃X（街头涂鸦未来版）,"当你安装本硬件时，填装3枚能量指示物到本硬件上。当其清空时，销毁之。
[interrupt] → <strong>所附载的能量指示物:</strong> 防止1点网域伤害。本能力仅能在潜袭中使用。
[interrupt] → <strong>所附载的能量指示物:</strong> 防止一层防火墙上的一项“遭遇时”能力。",,潜袭者,塑造者,硬件,载具,是,3,,,,,,1,,,,1,Martin de Diego Sádaba
34023,解放,自动机倡议,23,LilyPAD,莲叶平板,"+2[mu]
每回合你第一次安装一个程序时，你可以抽1张卡牌。
每位玩家限制1个<strong>控制台</strong>。",技术领先如青蛙跳跃！,潜袭者,塑造者,硬件,控制台,是,3,,,,,,4,,,,3,Martin de Diego Sádaba
34024,解放,自动机倡议,24,Living Mural,活壁画,"仅能安装在一层防火墙上。
威胁4 → 当你安装本程序时，本程序在本回合剩余时间内强度+3。<em>（本能力在任一玩家有4点或更多议案分数时生效。）</em>
对接 → <strong>1[credit]:</strong> 破解一层保护本服务器的<strong>警报</strong>上的1条子进程。
<strong>1[credit]:</strong> 强度+2。",,潜袭者,塑造者,程序,破解器 - 断路模块 - 木马,,3,,,,,,3,1,1,,2,Adam S. Doyle
34025,解放,自动机倡议,25,Pichação,极限涂鸦,"仅能安装在一层防火墙上。
每当你通过被附载的防火墙时，你可以获得[click]。如果这不是你本回合第一次在潜袭中获得[click]，将本程序加入你的操控器。","“在顶上，我能看见一切。而在底下，每个人都能看见我的涂鸦。
—毒蛇",潜袭者,塑造者,程序,木马,,3,,,,,,1,,1,,2,Adam S. Doyle
34026,解放,自动机倡议,26,Slap Vandal,贴纸拍击者,"仅能安装在一层防火墙上。
对接 → <strong>1[credit]:</strong> 破解被附载的防火墙上的1条子进程。本能力每次遭遇仅限使用一次。","“我觉得这样更好看。”
—阿里萨娜·罗查·纳胡",潜袭者,塑造者,程序,智能模块 - 破解器 - 木马,,3,,,,,,1,6,1,,2,Adam S. Doyle
34027,解放,自动机倡议,27,Umbrella,伞,"本程序只能与被<strong>木马</strong>程序附载的防火墙对接。
对接 → <strong>2[credit]:</strong> 破解最多3条<strong>门禁</strong>子进程。如果以此法破解了至少1条子进程，双方玩家各可以抽1张卡牌。","“我顶着防火墙，只想为你撑伞。”
—汤姆·“蜘蛛”·米尔斯",潜袭者,塑造者,程序,解码模块 - 破解器 - 武器,,3,,,,,,3,5,1,,2,BalanceSheet
34028,解放,自动机倡议,28,Beatriz Friere Gonzalez,碧翠丝·弗里尔·冈萨雷斯,[click][click]<strong>:</strong> 潜袭总部。如果成功，侵入研发中心，代替侵入总部。当你如此做时，额外读取1张卡牌。,“那么，大家有谁知道它的实际应用吗？”,潜袭者,塑造者,资源,人脉,是,3,,,,,,2,,,,3,Wyn Lacabra
34029,解放,自动机倡议,29,Urban Art Vernissage,城市艺术预展日,"当你的回合开始时，你可以将1个已安装的非<strong>病毒</strong>的<strong>木马</strong>程序加入你的操控器。如果你如此做，放置2[credit]到本资源上。
你可以花费所附载的信用点以安装卡牌。",“……而这件展品，是元新式双子主义派画作的一个绝佳例子。”,潜袭者,塑造者,资源,工作 - 豪华,,3,,,,,,2,,,,2,Oliver Morit
34030,解放,自动机倡议,30,Bahia Bands,巴伊亚手环,潜袭任意一台服务器。如果成功，按任意顺序结算下列中的2项:<ul><li>抽2张卡牌。</li><li>从你的操控器安装1张卡牌，其安装费用减1[credit]。</li><li>移除1枚锁定标记。</li><li>放置4[credit]到本事件上。在本次潜袭的剩余时间内，你可以花费所附载的信用点以支付销毁费用。</li></ul>,,潜袭者,中立潜袭者,事件,潜袭,,3,,,,,,2,,,,1,Anna Butova
34031,解放,自动机倡议,31,Salvo Testing,火力网试验,每当你将一个议案计分时<em>（包括本议案在内）</em>，你可以造成1点核心伤害。,“确实，刚刚的爆炸声好大。您需要再来杯饮料吗？”,公司,哈斯生化,议案,防卫,,3,5,3,,,,,,,,,Kira L. Nguyen
34032,解放,自动机倡议,32,Stegodon MK IV,剑齿象IV型,"每次潜袭中，只要一层防火墙被关闭过，每个已安装的<strong>破解器</strong>的强度便-2。
每回合限一次 → 当一次潜袭开始时，你可以关闭1层并非保护当前被攻击服务器的防火墙，以获得1[credit]。",装甲精良，超乎想象。,公司,哈斯生化,议案,防卫,,3,3,1,,,,,,,,,Vitalii Ostaschenko
34033,解放,自动机倡议,33,Wage Workers,受雇工人,每当你执行完一个行动，如果你本回合恰好执行过3次该行动，获得[click]。,“自由市场”般“自由”，“廉价啤酒”般“廉价”。,公司,哈斯生化,资产,生化人 - 克隆体 - 工业,是,3,,,,,,2,,,4,2,Oliver Morit
34034,解放,自动机倡议,34,Ablative Barrier,烧蚀屏障,"威胁3 → 在对本服务器的潜袭中，当你激活本防火墙时，你可以从总部或档案库安装1张非议案卡牌到另一台服务器的根目录或保护另一台服务器。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>
[subroutine] 终止本次潜袭。",,公司,哈斯生化,防火墙,屏障,,3,,,,,,2,1,,,2,Ed Mattinian
34035,解放,自动机倡议,35,Jaguarundi,细腰猫,"威胁4 → 当潜袭者遭遇本防火墙时，给予其1枚锁定标记，除非其花费[click]。<em>（本能力在任一玩家有4点或更多议案分数时生效。）</em>
[subroutine] 给予潜袭者1枚锁定标记。
[subroutine] 如果潜袭者被锁定，造成1点核心伤害。","“嘿Br3n-N，现在进行每时例行状态确认。我在你最后一个节点附近观测到了奇怪的赛博回声。你还好吗，伙计？”
—蛾子",公司,哈斯生化,防火墙,杀伤 - 警报,,3,,,,,,4,3,,,2,Cat Shen
34036,解放,自动机倡议,36,M.I.C.,军工复合体,"[trash]<strong>:</strong> 终止本次潜袭，除非潜袭者花费[click]。仅能在对本服务器的潜袭中使用本能力。
[subroutine] 潜袭者失去[click]。
[subroutine] 潜袭者失去[click]。
[subroutine] 终止本次潜袭。",我们为所有人制造这些武器，这样反对和平的人便不敢冒着自取灭亡的风险贸然起事。,公司,哈斯生化,防火墙,门禁,,3,,,,,,6,4,,,2,Bruno Balixa
34037,解放,自动机倡议,37,Greasing the Palm,隐蔽行贿,获得5[credit]。你可以从总部安装1张卡牌。你可以移除1枚锁定标记，以放置1枚推进指示物到该卡牌上。,“哈斯生化诚挚感谢您帮助寻找我们的……失踪员工。”,公司,哈斯生化,事务,交易,,3,,,,,,3,,,,3,Dave Lee
34038,解放,自动机倡议,38,Vovô Ozetti,奥泽提爷爷,"保护本服务器的每层防火墙的激活费用减2[credit]。
威胁4 → 本服务器根目录中的每张卡牌的激活费用减2[credit]。<em>（本能力在任一玩家有4点或更多议案分数时生效。）</em>
当你的回合结束时，你可以将本升级转移到另一台服务器的根目录。",,公司,哈斯生化,升级,管理员,是,3,,,,,,1,,,2,2,João Queiroz
34039,解放,自动机倡议,39,A Teia: IP Recovery,密网: 知识产权回收,"限制2台远程服务器。
每回合你第一次安装一张卡牌到一台远程服务器的根目录或保护一台远程服务器时，你可以从总部安装1张卡牌到另一台远程服务器的根目录或保护另一台远程服务器，忽略所有的费用。你本回合不能将后者计分。",天网恢恢。,公司,人间会社,公司特性,部门,,1,,,,45,15,,,,,,Marlon Ruiz
34040,解放,自动机倡议,40,Fujii Asset Retrieval,藤井资产回收,当本议案被计分或窃取时，造成2点网域伤害。,内心深处，她知道本尼西奥再也回不来了。,公司,人间会社,议案,伏击 - 防卫,,3,5,3,,,,,,,,,Emilio Rodríguez
34041,解放,自动机倡议,41,Front Company,门面公司,"仅能在你的回合中激活。
每回合的第一次潜袭不能对远程服务器进行。
每回合第一次对档案库的潜袭开始时，如果没有防火墙保护本服务器，造成2点网域伤害。",“可以不用预约直接过来吗？”,公司,人间会社,资产,政治 - 低劣,是,3,,,,,,2,,,2,2,Mauricio Herrera
34042,解放,自动机倡议,42,Attini,切叶蚁,"威胁3 → 在结算本防火墙上的子进程期间，潜袭者不能花费信用点。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>
[subroutine] 造成1点网域伤害，除非潜袭者支付2[credit]。
[subroutine] 造成1点网域伤害，除非潜袭者支付2[credit]。
[subroutine] 造成1点网域伤害，除非潜袭者支付2[credit]。",,公司,人间会社,防火墙,杀伤 - 门禁,,3,,,,,,6,5,,,3,Cat Shen
34043,解放,自动机倡议,43,Phoneutria,游走蛛,"当潜袭者通过本防火墙时，如果操控器中有4张或更多卡牌，给予其1枚锁定标记。
[subroutine] 造成1点网域伤害。
[subroutine] 造成1点网域伤害。",组构体转向你，眼中烁出异样的光芒。“亲爱的，”它问道，“是你吗？”,公司,人间会社,防火墙,杀伤 - 观察者 - 警报,,3,,,,,,4,2,,,2,Marlon Ruiz
34044,解放,自动机倡议,44,Tatu-Bola,三带犰狳,"当潜袭者通过本防火墙时，你可以将其与总部中的一层防火墙互换。如果你如此做，获得4[credit]。<em>（新防火墙以未激活的状态被安装。你不需要支付安装费用。）</em>
[subroutine] 终止本次潜袭。","下一位！
<strong>由2020年洲际锦标赛冠军Yannick Stucki设计</strong>",公司,人间会社,防火墙,屏障,,3,,,,,,2,1,,,2,Cat Shen
34045,解放,自动机倡议,45,Mindscaping,心灵重塑,结算下列中的1项:<ul><li>获得4[credit]并抽2张卡牌。将1张卡牌从总部加入到研发中心顶端。</li><li>造成X点网域伤害。X等于潜袭者的锁定标记数量（最多为3）。</li></ul>,"“对心灵施以张力，便能开阔思维，且结果往往以精神崩溃而告终。”
—阿德里安·赛斯",公司,人间会社,事务,灰色行动,,3,,,,,,2,,,,2,Ferenc Patkós
34046,解放,自动机倡议,46,Adrian Seis,阿德里安·赛斯,"每当潜袭者对本服务器进行一次成功的潜袭时，进行一次灵能博弈。<em>（双方玩家秘密决定0-2的数值，然后同时宣告并花费所声明数值的[credit]。）</em>如果二者数值不同，在本次潜袭的剩余时间内，潜袭者不能读取除本升级以外的卡牌。如果二者数值相同，在本次潜袭的剩余时间内，潜袭者不能读取本升级。
当你的回合结束时，你可以将本升级转移到另一台服务器的根目录。",,公司,人间会社,升级,克隆体 - 灵能 - 管理员,是,3,,,,,,0,,,2,4,João Queiroz
34047,解放,自动机倡议,47,Daniela Jorge Inácio,丹妮艾拉·乔希·伊纳西奥,"作为销毁本升级的额外费用，潜袭者必须从操控器随机将2张卡牌加入存储栈底端。
持久 → 作为从本服务器或其根目录窃取一个议案的额外费用，潜袭者必须从操控器随机将2张卡牌加入存储栈底端。",“他们骂我背叛，我笑他们穷光蛋。”,公司,人间会社,升级,管理员,是,3,,,,,,2,,,2,3,Clara Kaufmann
34048,解放,自动机倡议,48,Epiphany Analytica: Nations Undivided,超觉分析: 消除国界,"每回合第一次潜袭者窃取或销毁一张公司卡牌时，放置1枚能量指示物到本特性上。
[click]，<strong>所附载的能量指示物:</strong> 查看研发中心顶端的3张卡牌。你可以安装其中1张卡牌。",结论，送达。,公司,网际传媒,公司特性,部门,,1,,,,45,15,,,,,,Marlon Ruiz
34049,解放,自动机倡议,49,Oracle Thinktank,神谕智库,"当潜袭者窃取本议案时，给予其1枚锁定标记。
[click]，<strong>移除1枚锁定标记:</strong> 将本议案洗入研发中心。只有本议案在潜袭者的分数区时，公司才能使用本能力。","“你以为我们会让你留着这些数据吗？”
—全息人",公司,网际传媒,议案,研究,,3,3,1,,,,,,,,,Kira L. Nguyen
34050,解放,自动机倡议,50,Balanced Coverage,均衡播报,当你的回合开始时，你可以选择一种卡牌类型，以查看研发中心顶端的卡牌。如果该卡牌具有所选择的类型，你可以展示之并获得2[credit]。,“一群持反对意见的示威者也走上了街头进行和平抗议，虽然声音有些嘈杂——妈的，停！能不能把大锤挪到镜头外面？”,公司,网际传媒,资产,低劣,,3,,,,,,1,,,3,1,Ferenc Patkós
34051,解放,自动机倡议,51,Behold!,看啊!,"在潜袭者从研发中心读取本资产的期间，其必须展示之。
当潜袭者从档案库以外其他区域读取本资产时，你可以支付4[credit]，以给予其2枚锁定标记。",颤抖吧。,公司,网际传媒,资产,伏击,,3,,,,,,0,,,0,2,Scott Uminga
34052,解放,自动机倡议,52,Federal Fundraising,联邦筹资宴,当你的回合开始时，你可以查看研发中心顶端的3张卡牌，并按任意顺序排列它们。然后，如果如果没有防火墙保护本服务器，你可以抽1张卡牌。,筹资固然有用，但找到需要这笔钱的政治家更加重要。,公司,网际传媒,资产,政治 - 豪华,,3,,,,,,0,,,2,2,Anna Butova
34053,解放,自动机倡议,53,Starlit Knight,星夜骑士,"威胁4 → 当潜袭者遭遇本防火墙时，在本次潜袭的剩余时间内，本防火墙在其它子进程后获得X条 “[subroutine] 终止本次潜袭。” 子进程。X等于潜袭者的锁定标记数量。
[subroutine] 给予潜袭者1枚锁定标记。
[subroutine] 给予潜袭者1枚锁定标记。",星光圣教团狂妄自大的典范，日夜守卫着虚伪的秘密。,公司,网际传媒,防火墙,观察者 - 警报,,3,,,,,,5,2,,,3,Jakuza
34054,解放,自动机倡议,54,Virtual Service Agent,虚拟服务代理,"每当潜袭者遭遇并通过本防火墙时，如果其在本次遭遇中没有使用<strong>解码模块</strong>破解本防火墙上的印刷子进程，给予其1枚锁定标记。
[subroutine] 潜袭者失去1[credit]。","“从来没有人这样礼貌地叫我滚蛋。”
—阿里萨娜·罗查·纳胡",公司,网际传媒,防火墙,门禁 - 观察者,,3,,,,,,2,2,,,2,Bruno Balixa
34055,解放,自动机倡议,55,Oppo Research,竞对调研,"只有潜袭者在其上回合窃取或销毁过公司卡牌时，才能打出。
在你结算本事务后，结束你的行动阶段。
给予潜袭者2枚锁定标记。
威胁3 → 你可以支付5[credit]，以给予潜袭者2枚锁定标记。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>",,公司,网际传媒,事务,灰色行动 - 终止,,3,,,,,,2,,,,2,Ferenc Patkós
34056,解放,自动机倡议,56,Your Digital Life,你的数字生活,总部中每有1张卡牌，获得1[credit]。,只是一个小巧有趣的人格测试。,公司,网际传媒,事务,交易,,3,,,,,,2,,,,2,Ed Mattinian
34057,解放,自动机倡议,57,Slash and Burn Agriculture,刀耕火种,[click]，<strong>1</strong>[credit]，<strong>从总部展示并销毁本议案:</strong> 放置2枚推进指示物到1张你可以推进的已安装的卡牌上。,成片雨林的消失或留存取决于季度收入预测。,公司,威兰财团,议案,扩张 - 可消耗,,3,4,2,,,,,,,,,Vitalii Ostaschenko
